time;temperature_2m_max;temperature_2m_min;temperature_2m_mean;precipitation_sum;wind_speed_10m_max;weather_code;fecha_arr;Ano;Dia_semana;Tipo_dia
2024-09-22;22,0;8,0;14,3;0,1;17,3;51;2024-09-22;2024;Domingo;Día lluvioso
2024-09-23;21,9;8,1;14,1;0,2;19,4;51;2024-09-23;2024;Lunes;Día lluvioso
2024-09-24;21,1;6,9;13,8;0,4;18,4;51;2024-09-24;2024;Martes;Día lluvioso
2024-09-25;21,3;6,4;13,8;0,2;16,5;51;2024-09-25;2024;Miércoles;Día lluvioso
2024-09-26;21,5;8,5;14,3;1,1;9,0;51;2024-09-26;2024;Jueves;Día lluvioso
2024-09-27;21,4;8,4;14,2;0,6;11,2;51;2024-09-27;2024;Viernes;Día lluvioso
2024-09-28;20,4;9,6;14,1;6,8;10,7;63;2024-09-28;2024;Sábado;Día lluvioso
2024-09-29;16,6;10,9;13,2;6,5;5,5;53;2024-09-29;2024;Domingo;Día lluvioso
2024-09-30;19,1;8,0;13,4;11,1;8,2;63;2024-09-30;2024;Lunes;Día lluvioso
2024-10-01;21,0;5,7;13,1;0,8;7,8;51;2024-10-01;2024;Martes;Día lluvioso
2024-10-02;23,0;7,3;13,1;10,1;12,5;63;2024-10-02;2024;Miércoles;Día lluvioso
2024-10-03;21,9;8,3;14,0;0,4;9,5;51;2024-10-03;2024;Jueves;Día lluvioso
2024-10-04;20,4;6,5;13,2;1,7;10,3;51;2024-10-04;2024;Viernes;Día lluvioso
2024-10-05;21,4;7,3;13,3;3,1;9,1;63;2024-10-05;2024;Sábado;Día lluvioso
2024-10-06;20,9;8,9;13,6;6,7;15,0;63;2024-10-06;2024;Domingo;Día lluvioso
2024-10-07;21,1;8,4;13,7;4,0;14,1;61;2024-10-07;2024;Lunes;Día lluvioso
2024-10-08;20,5;8,2;13,3;18,5;7,5;65;2024-10-08;2024;Martes;Día lluvioso
2024-10-09;20,6;10,6;14,3;5,1;8,3;61;2024-10-09;2024;Miércoles;Día lluvioso
2024-10-10;18,9;7,8;12,9;3,1;8,9;61;2024-10-10;2024;Jueves;Día lluvioso
2024-10-11;21,4;5,8;13,0;0,0;17,1;3;2024-10-11;2024;Viernes;Día sin lluvia
2024-10-12;21,7;5,0;13,4;0,0;13,4;3;2024-10-12;2024;Sábado;Día sin lluvia
2024-10-13;18,7;7,6;13,0;0,3;19,9;51;2024-10-13;2024;Domingo;Día lluvioso
2024-10-14;19,2;6,7;12,7;0,0;20,5;3;2024-10-14;2024;Lunes;Día sin lluvia
2024-10-15;20,1;9,3;13,7;0,1;16,6;51;2024-10-15;2024;Martes;Día lluvioso
2024-10-16;21,1;7,4;13,8;0,0;14,1;3;2024-10-16;2024;Miércoles;Día sin lluvia
2024-10-17;21,5;8,3;14,1;0,0;15,6;3;2024-10-17;2024;Jueves;Día sin lluvia
2024-10-18;22,2;7,9;14,5;0,7;12,1;51;2024-10-18;2024;Viernes;Día lluvioso
2024-10-19;21,1;9,8;14,4;0,6;8,9;51;2024-10-19;2024;Sábado;Día lluvioso
2024-10-20;21,2;8,1;13,3;7,8;14,1;61;2024-10-20;2024;Domingo;Día lluvioso
2024-10-21;22,2;8,6;13,9;11,9;18,2;63;2024-10-21;2024;Lunes;Día lluvioso
2024-10-22;21,2;10,5;14,1;10,8;14,1;63;2024-10-22;2024;Martes;Día lluvioso
2024-10-23;20,8;9,1;13,7;13,8;9,3;63;2024-10-23;2024;Miércoles;Día lluvioso
2024-10-24;21,2;7,9;13,7;4,9;11,1;63;2024-10-24;2024;Jueves;Día lluvioso
2024-10-25;22,7;6,2;14,2;0,1;12,9;51;2024-10-25;2024;Viernes;Día lluvioso
2024-10-26;21,5;7,1;14,3;0,2;11,5;51;2024-10-26;2024;Sábado;Día lluvioso
2024-10-27;20,3;9,3;13,9;1,7;12,2;51;2024-10-27;2024;Domingo;Día lluvioso
2024-10-28;19,6;8,8;13,4;1,4;13,9;51;2024-10-28;2024;Lunes;Día lluvioso
2024-10-29;20,9;7,7;14,0;1,4;19,0;61;2024-10-29;2024;Martes;Día lluvioso
2024-10-30;20,8;8,1;14,2;5,6;15,5;61;2024-10-30;2024;Miércoles;Día lluvioso
2024-10-31;21,2;10,6;14,5;2,1;8,8;51;2024-10-31;2024;Jueves;Día lluvioso
2024-11-01;20,1;9,8;13,8;6,1;11,0;63;2024-11-01;2024;Viernes;Día lluvioso
2024-11-02;21,3;8,9;13,6;14,4;12,8;65;2024-11-02;2024;Sábado;Día lluvioso
2024-11-03;21,2;8,3;13,3;10,3;13,2;63;2024-11-03;2024;Domingo;Día lluvioso
2024-11-04;17,6;8,5;12,6;5,2;6,5;63;2024-11-04;2024;Lunes;Día lluvioso
2024-11-05;20,7;9,7;13,4;14,6;11,7;65;2024-11-05;2024;Martes;Día lluvioso
2024-11-06;21,8;7,9;12,7;13,8;12,3;63;2024-11-06;2024;Miércoles;Día lluvioso
2024-11-07;22,6;6,9;12,8;10,6;17,1;65;2024-11-07;2024;Jueves;Día lluvioso
2024-11-08;18,3;9,1;12,8;7,8;7,9;61;2024-11-08;2024;Viernes;Día lluvioso
2024-11-09;20,5;10,2;14,0;8,1;8,5;63;2024-11-09;2024;Sábado;Día lluvioso
2024-11-10;18,7;9,1;13,3;17,7;7,9;63;2024-11-10;2024;Domingo;Día lluvioso
2024-11-11;19,7;8,1;12,5;3,9;8,1;61;2024-11-11;2024;Lunes;Día lluvioso
2024-11-12;19,7;9,2;13,1;18,7;13,5;63;2024-11-12;2024;Martes;Día lluvioso
2024-11-13;20,0;11,1;14,0;4,2;13,2;61;2024-11-13;2024;Miércoles;Día lluvioso
2024-11-14;18,8;11,1;13,6;15,5;12,5;63;2024-11-14;2024;Jueves;Día lluvioso
2024-11-15;19,0;9,7;13,7;12,9;11,6;63;2024-11-15;2024;Viernes;Día lluvioso
2024-11-16;19,8;10,4;13,7;14,7;14,8;63;2024-11-16;2024;Sábado;Día lluvioso
2024-11-17;19,6;9,4;13,6;10,8;12,3;63;2024-11-17;2024;Domingo;Día lluvioso
2024-11-18;20,0;10,6;14,1;5,8;10,0;61;2024-11-18;2024;Lunes;Día lluvioso
2024-11-19;20,5;9,6;13,9;8,1;13,5;63;2024-11-19;2024;Martes;Día lluvioso
2024-11-20;18,9;8,7;13,3;11,5;10,1;63;2024-11-20;2024;Miércoles;Día lluvioso
2024-11-21;18,6;11,0;14,2;13,9;8,5;63;2024-11-21;2024;Jueves;Día lluvioso
2024-11-22;18,0;10,3;14,0;14,0;9,3;65;2024-11-22;2024;Viernes;Día lluvioso
2024-11-23;17,6;10,6;13,9;1,8;9,4;51;2024-11-23;2024;Sábado;Día lluvioso
2024-11-24;19,3;10,0;13,9;5,5;12,9;61;2024-11-24;2024;Domingo;Día lluvioso
2024-11-25;20,3;6,7;13,4;0,4;10,7;51;2024-11-25;2024;Lunes;Día lluvioso
2024-11-26;20,8;6,8;13,5;1,9;10,1;55;2024-11-26;2024;Martes;Día lluvioso
2024-11-27;21,1;6,9;13,5;0,8;11,5;51;2024-11-27;2024;Miércoles;Día lluvioso
2024-11-28;20,5;7,6;13,7;1,1;11,0;51;2024-11-28;2024;Jueves;Día lluvioso
2024-11-29;18,6;8,3;13,5;0,4;13,9;51;2024-11-29;2024;Viernes;Día lluvioso
2024-11-30;19,1;6,7;13,1;0,9;12,9;51;2024-11-30;2024;Sábado;Día lluvioso
2024-12-01;20,8;7,3;13,5;4,2;12,5;61;2024-12-01;2024;Domingo;Día lluvioso
2024-12-02;21,3;7,7;14,1;1,5;10,5;53;2024-12-02;2024;Lunes;Día lluvioso
2024-12-03;21,9;9,3;14,7;1,9;14,0;53;2024-12-03;2024;Martes;Día lluvioso
2024-12-04;22,2;10,2;15,4;1,2;7,9;53;2024-12-04;2024;Miércoles;Día lluvioso
2024-12-05;22,5;8,4;14,6;1,0;16,2;53;2024-12-05;2024;Jueves;Día lluvioso
2024-12-06;20,3;11,4;14,7;1,9;15,0;51;2024-12-06;2024;Viernes;Día lluvioso
2024-12-07;20,0;11,5;15,0;1,5;12,6;51;2024-12-07;2024;Sábado;Día lluvioso
2024-12-08;20,4;11,4;15,3;0,2;11,9;51;2024-12-08;2024;Domingo;Día lluvioso
2024-12-09;19,6;8,6;14,0;0,1;12,9;51;2024-12-09;2024;Lunes;Día lluvioso
2024-12-10;19,3;6,8;13,4;0,0;9,8;3;2024-12-10;2024;Martes;Día sin lluvia
2024-12-11;23,1;6,5;14,0;0,5;16,5;51;2024-12-11;2024;Miércoles;Día lluvioso
2024-12-12;21,7;10,2;15,0;1,1;11,2;53;2024-12-12;2024;Jueves;Día lluvioso
2024-12-13;21,7;11,8;15,3;0,9;12,8;53;2024-12-13;2024;Viernes;Día lluvioso
2024-12-14;21,6;11,0;14,8;1,0;12,4;51;2024-12-14;2024;Sábado;Día lluvioso
2024-12-15;20,9;10,3;14,7;2,8;11,0;61;2024-12-15;2024;Domingo;Día lluvioso
2024-12-16;20,5;11,0;15,0;0,4;13,0;51;2024-12-16;2024;Lunes;Día lluvioso
2024-12-17;20,5;7,9;14,2;0,6;11,0;51;2024-12-17;2024;Martes;Día lluvioso
2024-12-18;20,8;8,3;14,0;4,3;7,0;63;2024-12-18;2024;Miércoles;Día lluvioso
2024-12-19;21,5;7,9;14,5;0,5;10,0;51;2024-12-19;2024;Jueves;Día lluvioso
2024-12-20;23,7;8,4;14,8;1,1;14,6;55;2024-12-20;2024;Viernes;Día lluvioso
2024-12-21;19,8;9,5;14,3;11,3;7,3;65;2024-12-21;2024;Sábado;Día lluvioso
2024-12-22;20,6;8,9;14,6;0,6;11,3;51;2024-12-22;2024;Domingo;Día lluvioso
2024-12-23;21,3;9,1;14,8;0,6;11,9;51;2024-12-23;2024;Lunes;Día lluvioso
2024-12-24;21,1;10,3;14,8;1,3;12,9;53;2024-12-24;2024;Martes;Día lluvioso
2024-12-25;21,9;9,1;14,7;1,1;11,5;51;2024-12-25;2024;Miércoles;Día lluvioso
2024-12-26;21,8;8,9;14,7;7,9;11,1;63;2024-12-26;2024;Jueves;Día lluvioso
2024-12-27;20,1;10,0;14,3;5,1;11,9;61;2024-12-27;2024;Viernes;Día lluvioso
2024-12-28;18,7;10,2;14,2;10,1;8,1;63;2024-12-28;2024;Sábado;Día lluvioso
2024-12-29;19,4;10,3;14,1;3,3;8,1;61;2024-12-29;2024;Domingo;Día lluvioso
2024-12-30;18,6;10,9;13,8;8,1;8,7;63;2024-12-30;2024;Lunes;Día lluvioso
2024-12-31;21,7;10,2;14,5;1,4;15,8;53;2024-12-31;2024;Martes;Día lluvioso
2025-01-01;22,3;7,6;13,8;6,1;17,4;63;2025-01-01;2025;Miércoles;Día lluvioso
2025-01-02;21,4;9,0;14,2;1,2;10,3;51;2025-01-02;2025;Jueves;Día lluvioso
2025-01-03;18,4;8,6;13,4;18,4;9,1;63;2025-01-03;2025;Viernes;Día lluvioso
2025-01-04;19,5;7,9;13,2;7,8;11,0;63;2025-01-04;2025;Sábado;Día lluvioso
2025-01-05;18,3;9,2;13,1;3,4;10,0;61;2025-01-05;2025;Domingo;Día lluvioso
2025-01-06;20,0;9,9;13,9;13,6;8,6;63;2025-01-06;2025;Lunes;Día lluvioso
2025-01-07;21,6;6,8;14,0;1,3;13,0;53;2025-01-07;2025;Martes;Día lluvioso
2025-01-08;20,2;10,1;14,7;4,2;11,1;53;2025-01-08;2025;Miércoles;Día lluvioso
2025-01-09;20,6;11,3;14,8;4,3;9,7;53;2025-01-09;2025;Jueves;Día lluvioso
2025-01-10;21,2;10,5;14,8;0,7;9,2;51;2025-01-10;2025;Viernes;Día lluvioso
2025-01-11;21,8;8,2;14,3;0,7;12,0;51;2025-01-11;2025;Sábado;Día lluvioso
2025-01-12;22,2;6,3;13,5;0,5;11,4;51;2025-01-12;2025;Domingo;Día lluvioso
2025-01-13;22,1;6,3;13,1;1,2;19,3;55;2025-01-13;2025;Lunes;Día lluvioso
2025-01-14;21,5;7,2;13,2;0,1;20,4;51;2025-01-14;2025;Martes;Día lluvioso
2025-01-15;21,3;9,3;14,0;0,3;19,1;51;2025-01-15;2025;Miércoles;Día lluvioso
2025-01-16;21,7;9,9;14,3;0,7;17,2;53;2025-01-16;2025;Jueves;Día lluvioso
2025-01-17;21,1;9,5;14,2;0,7;14,7;51;2025-01-17;2025;Viernes;Día lluvioso
2025-01-18;21,5;8,6;13,9;0,0;9,7;3;2025-01-18;2025;Sábado;Día sin lluvia
2025-01-19;22,4;6,0;13,4;1,0;9,8;51;2025-01-19;2025;Domingo;Día lluvioso
2025-01-20;22,0;4,4;13,3;0,1;17,1;51;2025-01-20;2025;Lunes;Día lluvioso
2025-01-21;21,8;8,3;14,3;0,0;12,4;3;2025-01-21;2025;Martes;Día sin lluvia
2025-01-22;21,8;3,9;13,0;0,0;11,1;3;2025-01-22;2025;Miércoles;Día sin lluvia
2025-01-23;20,8;4,5;12,9;0,0;16,2;3;2025-01-23;2025;Jueves;Día sin lluvia
2025-01-24;21,2;7,2;13,8;1,2;10,9;51;2025-01-24;2025;Viernes;Día lluvioso
2025-01-25;21,3;8,2;14,0;17,5;11,8;65;2025-01-25;2025;Sábado;Día lluvioso
2025-01-26;20,2;9,6;14,4;0,3;13,1;51;2025-01-26;2025;Domingo;Día lluvioso
2025-01-27;19,1;9,2;13,8;1,7;12,7;51;2025-01-27;2025;Lunes;Día lluvioso
2025-01-28;20,7;8,3;14,1;3,8;11,7;63;2025-01-28;2025;Martes;Día lluvioso
2025-01-29;19,7;8,5;14,1;0,4;12,4;51;2025-01-29;2025;Miércoles;Día lluvioso
2025-01-30;21,6;6,7;14,3;0,3;12,2;51;2025-01-30;2025;Jueves;Día lluvioso
2025-01-31;20,3;9,4;14,6;0,8;11,3;51;2025-01-31;2025;Viernes;Día lluvioso
2025-02-01;21,6;7,4;14,5;0,4;14,0;51;2025-02-01;2025;Sábado;Día lluvioso
2025-02-02;23,1;9,8;15,4;0,1;13,0;51;2025-02-02;2025;Domingo;Día lluvioso
2025-02-03;22,5;10,2;15,3;0,8;13,0;51;2025-02-03;2025;Lunes;Día lluvioso
2025-02-04;22,5;11,0;15,6;1,1;10,5;53;2025-02-04;2025;Martes;Día lluvioso
2025-02-05;22,5;11,5;15,7;0,5;15,3;51;2025-02-05;2025;Miércoles;Día lluvioso
2025-02-06;23,0;10,9;15,4;3,9;15,9;61;2025-02-06;2025;Jueves;Día lluvioso
2025-02-07;21,9;12,4;15,6;3,8;10,1;53;2025-02-07;2025;Viernes;Día lluvioso
2025-02-08;20,8;11,3;14,9;1,3;10,2;51;2025-02-08;2025;Sábado;Día lluvioso
2025-02-09;19,8;11,3;14,7;10,1;10,5;63;2025-02-09;2025;Domingo;Día lluvioso
2025-02-10;18,8;11,1;14,0;9,7;10,7;55;2025-02-10;2025;Lunes;Día lluvioso
2025-02-11;18,0;11,5;13,9;10,8;9,8;63;2025-02-11;2025;Martes;Día lluvioso
2025-02-12;20,1;10,7;14,2;8,2;10,7;63;2025-02-12;2025;Miércoles;Día lluvioso
2025-02-13;19,1;11,7;14,2;8,9;7,3;61;2025-02-13;2025;Jueves;Día lluvioso
2025-02-14;19,6;10,1;13,7;15,7;12,5;63;2025-02-14;2025;Viernes;Día lluvioso
2025-02-15;18,4;10,3;13,9;12,9;10,1;63;2025-02-15;2025;Sábado;Día lluvioso
2025-02-16;19,7;10,5;13,8;16,7;12,5;63;2025-02-16;2025;Domingo;Día lluvioso
2025-02-17;19,2;9,3;13,7;8,0;15,4;61;2025-02-17;2025;Lunes;Día lluvioso
2025-02-18;20,8;9,6;14,3;1,8;11,7;53;2025-02-18;2025;Martes;Día lluvioso
2025-02-19;21,8;8,6;14,3;1,0;11,7;51;2025-02-19;2025;Miércoles;Día lluvioso
2025-02-20;20,4;9,2;14,5;2,4;10,3;53;2025-02-20;2025;Jueves;Día lluvioso
2025-02-21;21,0;9,8;14,4;10,0;10,4;65;2025-02-21;2025;Viernes;Día lluvioso
2025-02-22;18,4;9,2;13,3;18,0;8,4;65;2025-02-22;2025;Sábado;Día lluvioso
2025-02-23;19,6;9,2;14,2;19,5;7,1;63;2025-02-23;2025;Domingo;Día lluvioso
2025-02-24;20,2;10,0;14,4;7,8;10,4;63;2025-02-24;2025;Lunes;Día lluvioso
2025-02-25;20,2;10,1;14,3;7,2;9,4;63;2025-02-25;2025;Martes;Día lluvioso
2025-02-26;21,3;9,3;14,3;5,2;9,6;63;2025-02-26;2025;Miércoles;Día lluvioso
2025-02-27;20,1;11,0;14,4;12,5;9,6;63;2025-02-27;2025;Jueves;Día lluvioso
2025-02-28;20,3;10,3;14,7;2,1;14,1;53;2025-02-28;2025;Viernes;Día lluvioso
2025-03-01;21,3;10,7;14,8;10,1;12,7;63;2025-03-01;2025;Sábado;Día lluvioso
2025-03-02;19,9;10,7;14,3;8,8;12,5;63;2025-03-02;2025;Domingo;Día lluvioso
2025-03-03;19,2;10,6;14,0;18,1;9,7;63;2025-03-03;2025;Lunes;Día lluvioso
2025-03-04;19,2;10,7;14,0;10,2;9,3;63;2025-03-04;2025;Martes;Día lluvioso
2025-03-05;19,0;9,7;14,0;12,9;10,5;63;2025-03-05;2025;Miércoles;Día lluvioso
2025-03-06;18,9;11,1;13,8;23,9;10,9;65;2025-03-06;2025;Jueves;Día lluvioso
2025-03-07;18,6;10,8;14,0;8,4;10,2;63;2025-03-07;2025;Viernes;Día lluvioso
2025-03-08;19,9;8,8;13,8;1,3;14,1;51;2025-03-08;2025;Sábado;Día lluvioso
2025-03-09;20,8;9,2;14,5;1,1;12,8;53;2025-03-09;2025;Domingo;Día lluvioso
2025-03-10;20,7;9,0;14,0;3,6;11,7;61;2025-03-10;2025;Lunes;Día lluvioso
2025-03-11;20,5;9,7;14,0;17,5;14,9;63;2025-03-11;2025;Martes;Día lluvioso
2025-03-12;19,1;10,8;14,4;8,5;11,0;63;2025-03-12;2025;Miércoles;Día lluvioso
2025-03-13;19,6;10,1;14,4;18,8;12,3;63;2025-03-13;2025;Jueves;Día lluvioso
2025-03-14;18,6;12,2;14,4;10,7;9,9;63;2025-03-14;2025;Viernes;Día lluvioso
2025-03-15;20,1;11,7;14,8;2,5;10,0;53;2025-03-15;2025;Sábado;Día lluvioso
2025-03-16;20,1;9,1;14,0;13,0;10,9;65;2025-03-16;2025;Domingo;Día lluvioso
2025-03-17;20,1;8,9;13,8;2,9;11,0;53;2025-03-17;2025;Lunes;Día lluvioso
2025-03-18;19,5;10,4;14,0;14,6;10,4;63;2025-03-18;2025;Martes;Día lluvioso
2025-03-19;21,1;8,9;14,2;7,4;10,3;61;2025-03-19;2025;Miércoles;Día lluvioso
2025-03-20;17,2;9,7;13,4;2,6;12,8;53;2025-03-20;2025;Jueves;Día lluvioso
2025-03-21;19,9;9,7;14,6;0,6;13,7;51;2025-03-21;2025;Viernes;Día lluvioso
2025-03-22;19,9;10,4;14,4;0,2;13,1;51;2025-03-22;2025;Sábado;Día lluvioso
2025-03-23;19,3;7,4;13,4;0,7;11,2;51;2025-03-23;2025;Domingo;Día lluvioso
2025-03-24;19,2;7,3;13,4;0,6;10,9;51;2025-03-24;2025;Lunes;Día lluvioso
2025-03-25;20,3;8,0;14,1;0,0;15,2;3;2025-03-25;2025;Martes;Día sin lluvia
2025-03-26;21,6;8,4;14,4;5,3;12,1;63;2025-03-26;2025;Miércoles;Día lluvioso
2025-03-27;20,9;10,3;14,8;7,5;8,8;63;2025-03-27;2025;Jueves;Día lluvioso
2025-03-28;20,3;9,8;14,4;13,7;9,9;63;2025-03-28;2025;Viernes;Día lluvioso
2025-03-29;19,8;10,5;14,4;6,2;10,0;63;2025-03-29;2025;Sábado;Día lluvioso
2025-03-30;20,0;10,0;14,0;20,2;12,0;65;2025-03-30;2025;Domingo;Día lluvioso
2025-03-31;18,9;10,1;13,6;4,7;9,8;63;2025-03-31;2025;Lunes;Día lluvioso
2025-04-01;21,3;10,3;14,7;5,1;8,5;63;2025-04-01;2025;Martes;Día lluvioso
2025-04-02;18,9;9,5;14,1;0,6;11,8;51;2025-04-02;2025;Miércoles;Día lluvioso
2025-04-03;20,3;8,4;13,8;17,7;9,9;65;2025-04-03;2025;Jueves;Día lluvioso
2025-04-04;19,6;11,1;14,4;12,9;9,3;63;2025-04-04;2025;Viernes;Día lluvioso
2025-04-05;19,1;10,3;14,6;11,9;11,5;63;2025-04-05;2025;Sábado;Día lluvioso
2025-04-06;19,8;11,4;14,7;9,3;12,1;63;2025-04-06;2025;Domingo;Día lluvioso
2025-04-07;19,9;10,1;15,0;3,6;12,8;61;2025-04-07;2025;Lunes;Día lluvioso
2025-04-08;17,9;11,9;14,4;6,5;6,9;61;2025-04-08;2025;Martes;Día lluvioso
2025-04-09;19,9;11,2;14,7;14,4;9,4;63;2025-04-09;2025;Miércoles;Día lluvioso
2025-04-10;19,1;10,9;14,4;10,6;6,6;63;2025-04-10;2025;Jueves;Día lluvioso
2025-04-11;19,9;10,2;13,9;3,7;10,4;61;2025-04-11;2025;Viernes;Día lluvioso
2025-04-12;21,3;7,3;14,3;0,2;10,3;51;2025-04-12;2025;Sábado;Día lluvioso
2025-04-13;21,5;8,6;14,9;0,3;13,1;51;2025-04-13;2025;Domingo;Día lluvioso
2025-04-14;22,2;8,4;14,9;0,0;12,3;3;2025-04-14;2025;Lunes;Día sin lluvia
2025-04-15;21,3;7,9;14,1;0,0;11,9;3;2025-04-15;2025;Martes;Día sin lluvia
2025-04-16;21,3;7,6;14,4;0,7;10,6;51;2025-04-16;2025;Miércoles;Día lluvioso
2025-04-17;20,6;10,1;14,9;3,1;15,6;53;2025-04-17;2025;Jueves;Día lluvioso
2025-04-18;20,4;10,6;15,0;0,7;12,5;51;2025-04-18;2025;Viernes;Día lluvioso
2025-04-19;21,3;10,3;15,4;0,9;13,0;51;2025-04-19;2025;Sábado;Día lluvioso
2025-04-20;20,6;11,5;15,1;10,8;8,2;63;2025-04-20;2025;Domingo;Día lluvioso
2025-04-21;19,8;11,6;14,8;7,5;11,2;63;2025-04-21;2025;Lunes;Día lluvioso
2025-04-22;19,7;9,8;13,9;6,3;12,4;63;2025-04-22;2025;Martes;Día lluvioso
2025-04-23;20,0;9,2;13,9;9,6;13,7;63;2025-04-23;2025;Miércoles;Día lluvioso
2025-04-24;18,7;11,0;14,3;9,2;7,2;63;2025-04-24;2025;Jueves;Día lluvioso
2025-04-25;20,1;10,9;14,6;11,5;11,1;63;2025-04-25;2025;Viernes;Día lluvioso
2025-04-26;18,2;10,9;14,0;25,9;9,4;65;2025-04-26;2025;Sábado;Día lluvioso
2025-04-27;20,8;10,4;15,0;8,5;8,5;63;2025-04-27;2025;Domingo;Día lluvioso
2025-04-28;19,9;11,4;15,0;5,8;12,2;61;2025-04-28;2025;Lunes;Día lluvioso
2025-04-29;20,5;8,6;14,0;18,3;8,1;63;2025-04-29;2025;Martes;Día lluvioso
2025-04-30;19,2;11,7;14,4;8,2;5,9;61;2025-04-30;2025;Miércoles;Día lluvioso
2025-05-01;19,3;9,4;14,2;1,2;9,3;51;2025-05-01;2025;Jueves;Día lluvioso
2025-05-02;20,4;10,4;14,4;8,0;10,9;63;2025-05-02;2025;Viernes;Día lluvioso
2025-05-03;17,4;11,4;14,0;3,0;12,1;53;2025-05-03;2025;Sábado;Día lluvioso
2025-05-04;19,8;10,0;14,1;11,4;11,5;63;2025-05-04;2025;Domingo;Día lluvioso
2025-05-05;17,4;11,4;13,7;1,7;9,0;53;2025-05-05;2025;Lunes;Día lluvioso
2025-05-06;19,7;9,1;13,7;4,3;9,5;55;2025-05-06;2025;Martes;Día lluvioso
2025-05-07;18,1;11,1;14,0;0,5;10,5;51;2025-05-07;2025;Miércoles;Día lluvioso
2025-05-08;20,5;9,6;14,0;4,6;10,3;61;2025-05-08;2025;Jueves;Día lluvioso
2025-05-09;18,6;8,4;13,6;0,6;12,3;51;2025-05-09;2025;Viernes;Día lluvioso
2025-05-10;19,8;9,8;14,2;0,4;15,8;51;2025-05-10;2025;Sábado;Día lluvioso
2025-05-11;19,2;11,2;14,2;2,7;12,8;53;2025-05-11;2025;Domingo;Día lluvioso
2025-05-12;19,3;10,8;14,6;2,1;11,5;55;2025-05-12;2025;Lunes;Día lluvioso
2025-05-13;18,8;11,1;14,3;1,4;10,9;51;2025-05-13;2025;Martes;Día lluvioso
2025-05-14;19,9;10,3;14,2;1,9;9,2;53;2025-05-14;2025;Miércoles;Día lluvioso
2025-05-15;17,9;9,9;13,7;10,2;6,6;63;2025-05-15;2025;Jueves;Día lluvioso
2025-05-16;19,3;9,9;14,2;14,5;8,5;63;2025-05-16;2025;Viernes;Día lluvioso
2025-05-17;18,3;10,0;13,8;1,9;9,9;51;2025-05-17;2025;Sábado;Día lluvioso
2025-05-18;19,0;10,1;14,2;7,3;7,4;63;2025-05-18;2025;Domingo;Día lluvioso
2025-05-19;18,9;10,3;14,0;12,3;8,8;63;2025-05-19;2025;Lunes;Día lluvioso
2025-05-20;19,6;11,7;14,6;3,7;7,9;53;2025-05-20;2025;Martes;Día lluvioso
2025-05-21;18,6;10,8;14,4;1,5;12,2;51;2025-05-21;2025;Miércoles;Día lluvioso
2025-05-22;15,2;10,4;12,8;9,4;4,8;61;2025-05-22;2025;Jueves;Día lluvioso
2025-05-23;19,6;9,7;14,4;0,8;11,2;51;2025-05-23;2025;Viernes;Día lluvioso
2025-05-24;19,2;10,4;14,3;1,8;12,5;51;2025-05-24;2025;Sábado;Día lluvioso
2025-05-25;19,1;7,3;13,5;0,5;11,9;51;2025-05-25;2025;Domingo;Día lluvioso
2025-05-26;19,1;11,0;14,5;3,5;12,4;53;2025-05-26;2025;Lunes;Día lluvioso
2025-05-27;19,4;8,9;13,8;2,5;12,4;55;2025-05-27;2025;Martes;Día lluvioso
2025-05-28;19,4;8,4;14,0;2,6;12,4;53;2025-05-28;2025;Miércoles;Día lluvioso
2025-05-29;19,6;9,4;14,1;2,1;12,1;53;2025-05-29;2025;Jueves;Día lluvioso
2025-05-30;18,0;9,8;13,5;4,1;9,0;53;2025-05-30;2025;Viernes;Día lluvioso
2025-05-31;18,2;11,1;13,8;4,8;10,8;61;2025-05-31;2025;Sábado;Día lluvioso
2025-06-01;18,3;9,8;13,5;2,8;8,7;53;2025-06-01;2025;Domingo;Día lluvioso
2025-06-02;18,6;9,7;13,7;0,7;9,3;51;2025-06-02;2025;Lunes;Día lluvioso
2025-06-03;18,6;11,6;14,1;13,8;11,2;63;2025-06-03;2025;Martes;Día lluvioso
2025-06-04;18,6;10,5;13,9;11,0;9,6;63;2025-06-04;2025;Miércoles;Día lluvioso
2025-06-05;17,8;10,4;13,5;2,4;9,0;51;2025-06-05;2025;Jueves;Día lluvioso
2025-06-06;18,1;8,3;12,7;1,7;9,5;51;2025-06-06;2025;Viernes;Día lluvioso
2025-06-07;17,4;9,6;13,0;1,1;9,3;51;2025-06-07;2025;Sábado;Día lluvioso
2025-06-08;19,4;9,5;14,0;1,0;11,2;51;2025-06-08;2025;Domingo;Día lluvioso
2025-06-09;18,3;8,7;13,4;14,0;9,2;63;2025-06-09;2025;Lunes;Día lluvioso
2025-06-10;17,4;10,7;13,3;3,9;11,3;53;2025-06-10;2025;Martes;Día lluvioso
2025-06-11;18,8;9,5;13,9;7,1;8,3;61;2025-06-11;2025;Miércoles;Día lluvioso
2025-06-12;18,7;8,5;13,7;3,6;9,3;63;2025-06-12;2025;Jueves;Día lluvioso
2025-06-13;18,5;11,4;14,0;14,6;10,1;63;2025-06-13;2025;Viernes;Día lluvioso
2025-06-14;19,2;10,4;13,9;10,8;12,1;63;2025-06-14;2025;Sábado;Día lluvioso
2025-06-15;19,9;10,4;14,4;11,7;8,7;65;2025-06-15;2025;Domingo;Día lluvioso
